PRODUCTO,TIPO CONTRATO,FECHA,AJUSTE / PRIMA REF.
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-07,375.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-07,341.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-07,344.4
SOJ MIN,SOJ.MIN/NOV23,2023-09-07,385.3
SOJ MIN,SOJ.MIN/MAY24,2023-09-07,341.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-07,161000.0
SOY Matba,SOY.CME/OCT23,2023-09-07,498.7
SOY Matba,SOY.CME/ABR24,2023-09-07,503.0
SOY Matba,SOY.CME/JUN24,2023-09-07,503.5
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-07,260.6
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-07,229.1
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-07,230.6
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-07,238.5
TRI MIN,TRI.MIN/DIC23,2023-09-07,229.1
CRN Matba,CRN.CME/ABR24,2023-09-08,198.7
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-08,199.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-08,189.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-08,186.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-08,172.0
MAI MIN,MAI.MIN/DIC23,2023-09-08,189.0
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-08,69100.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-08,448.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-08,386.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-08,378.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-08,342.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-08,345.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-08,386.0
SOJ MIN,SOJ.MIN/ENE24,2023-09-08,378.5
SOJ MIN,SOJ.MIN/MAY24,2023-09-08,342.5
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-08,156600.0
SOY Matba,SOY.CME/OCT23,2023-09-08,497.9
SOY Matba,SOY.CME/DIC23,2023-09-08,507.0
SOY Matba,SOY.CME/ABR24,2023-09-08,504.2
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-08,261.1
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-08,225.5
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-08,227.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-08,234.6
TRI MIN,TRI.MIN/DIC23,2023-09-08,225.5
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-11,198.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-11,184.6
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-11,184.0
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-11,170.1
MAI MIN,MAI.MIN/DIC23,2023-09-11,184.6
MAI MIN,MAI.MIN/ABR24,2023-09-11,184.0
MAI MIN,MAI.MIN/JUL24,2023-09-11,170.1
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-11,69250.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-11,385.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-11,342.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-11,345.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-11,385.0
SOJ MIN,SOJ.MIN/MAY24,2023-09-11,342.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-11,156500.0
SOY Matba,SOY.CME/OCT23,2023-09-11,500.1
SOY Matba,SOY.CME/DIC23,2023-09-11,506.5
SOY Matba,SOY.CME/ABR24,2023-09-11,506.0
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-11,261.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-11,227.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-11,228.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-11,235.5
TRI MIN,TRI.MIN/DIC23,2023-09-11,227.0
CRN Matba,CRN.CME/NOV23,2023-09-12,188.7
CRN Matba,CRN.CME/ABR24,2023-09-12,196.3
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-12,197.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-12,183.5
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-12,183.0
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-12,170.5
MAI Dolar MATba,MAI.ROS/SEP24,2023-09-12,173.2
MAI MIN,MAI.MIN/DIC23,2023-09-12,183.5
MAI MIN,MAI.MIN/ABR24,2023-09-12,183.0
MAI MIN,MAI.MIN/JUL24,2023-09-12,170.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-12,69200.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-12,461.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-12,390.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-12,380.1
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-12,344.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-12,346.5
SOJ MIN,SOJ.MIN/NOV23,2023-09-12,390.0
SOJ MIN,SOJ.MIN/MAY24,2023-09-12,344.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-12,161000.0
SOY Matba,SOY.CME/OCT23,2023-09-12,493.0
SOY Matba,SOY.CME/DIC23,2023-09-12,501.0
SOY Matba,SOY.CME/ABR24,2023-09-12,501.2
SOY Matba,SOY.CME/JUN24,2023-09-12,505.1
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-12,260.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-12,229.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-12,231.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-12,236.4
TRI MIN,TRI.MIN/DIC23,2023-09-12,229.0
CRN Matba,CRN.CME/NOV23,2023-09-13,190.7
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-13,198.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-13,187.5
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-13,186.0
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-13,171.0
MAI MIN,MAI.MIN/DIC23,2023-09-13,187.5
MAI MIN,MAI.MIN/ABR24,2023-09-13,186.0
MAI MIN,MAI.MIN/JUL24,2023-09-13,171.0
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-13,70000.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-13,460.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-13,393.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-13,384.7
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-13,343.1
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-13,346.5
SOJ MIN,SOJ.MIN/NOV23,2023-09-13,393.5
SOJ MIN,SOJ.MIN/MAY24,2023-09-13,343.1
SOJ MIN,SOJ.MIN/JUL24,2023-09-13,346.5
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-13,160000.0
SOY Matba,SOY.CME/OCT23,2023-09-13,496.0
SOY Matba,SOY.CME/ABR24,2023-09-13,503.0
SOY Matba,SOY.CME/JUN24,2023-09-13,505.7
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-13,260.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-13,232.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-13,234.2
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-13,236.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-13,238.9
TRI MIN,TRI.MIN/DIC23,2023-09-13,232.0
CRN Matba,CRN.CME/NOV23,2023-09-14,190.1
CRN Matba,CRN.CME/ABR24,2023-09-14,198.0
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-14,202.7
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-14,193.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-14,186.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-14,171.6
MAI MIN,MAI.MIN/DIC23,2023-09-14,193.0
MAI MIN,MAI.MIN/ABR24,2023-09-14,186.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-14,70200.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-14,469.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-14,408.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-14,394.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-14,344.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-14,347.4
SOJ MIN,SOJ.MIN/NOV23,2023-09-14,408.0
SOJ MIN,SOJ.MIN/ENE24,2023-09-14,394.0
SOJ MIN,SOJ.MIN/MAY24,2023-09-14,344.5
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-14,163000.0
SOY Matba,SOY.CME/OCT23,2023-09-14,500.1
SOY Matba,SOY.CME/ABR24,2023-09-14,505.3
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-14,265.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-14,232.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-14,233.5
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-14,238.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-14,240.0
TRI MIN,TRI.MIN/DIC23,2023-09-14,232.0
CRN Matba,CRN.CME/NOV23,2023-09-15,188.2
CRN Matba,CRN.CME/ABR24,2023-09-15,196.8
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-15,205.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-15,193.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-15,186.1
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-15,172.0
MAI Dolar MATba,MAI.ROS/SEP24,2023-09-15,174.0
MAI MIN,MAI.MIN/DIC23,2023-09-15,193.0
MAI MIN,MAI.MIN/ABR24,2023-09-15,186.1
MAI MIN,MAI.MIN/JUL24,2023-09-15,172.0
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-15,72000.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-15,465.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-15,402.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-15,386.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-15,344.9
SOJ MIN,SOJ.MIN/NOV23,2023-09-15,402.5
SOJ MIN,SOJ.MIN/ENE24,2023-09-15,386.0
SOJ MIN,SOJ.MIN/MAY24,2023-09-15,344.9
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-15,161000.0
SOY Matba,SOY.CME/OCT23,2023-09-15,492.1
SOY Matba,SOY.CME/ABR24,2023-09-15,501.1
SOY Matba,SOY.CME/JUN24,2023-09-15,501.9
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-15,265.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-15,232.5
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-15,234.2
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-15,235.9
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-15,239.8
TRI MIN,TRI.MIN/DIC23,2023-09-15,232.5
CRN Matba,CRN.CME/NOV23,2023-09-18,186.2
CRN Matba,CRN.CME/ABR24,2023-09-18,194.4
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-18,206.5
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-18,190.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-18,185.6
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-18,172.0
MAI MIN,MAI.MIN/DIC23,2023-09-18,190.0
MAI MIN,MAI.MIN/ABR24,2023-09-18,185.6
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-18,70000.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-18,463.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-18,402.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-18,386.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-18,344.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-18,348.2
SOJ Dolar MATba,SOJ.ROS/NOV24,2023-09-18,352.5
SOJ MIN,SOJ.MIN/NOV23,2023-09-18,402.5
SOJ MIN,SOJ.MIN/MAY24,2023-09-18,344.5
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-18,160500.0
SOY Matba,SOY.CME/OCT23,2023-09-18,484.3
SOY Matba,SOY.CME/DIC23,2023-09-18,490.0
SOY Matba,SOY.CME/ABR24,2023-09-18,495.7
SOY Matba,SOY.CME/JUN24,2023-09-18,496.0
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-18,265.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-18,232.8
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-18,234.8
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-18,236.0
TRI MIN,TRI.MIN/DIC23,2023-09-18,232.8
CRN Matba,CRN.CME/NOV23,2023-09-19,188.1
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-19,205.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-19,192.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-19,189.0
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-19,173.5
MAI MIN,MAI.MIN/DIC23,2023-09-19,192.0
MAI MIN,MAI.MIN/ABR24,2023-09-19,189.0
MAI MIN,MAI.MIN/JUL24,2023-09-19,173.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-19,71000.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-19,463.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-19,403.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-19,388.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-19,345.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-19,348.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2023-09-19,353.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-19,403.5
SOJ MIN,SOJ.MIN/MAY24,2023-09-19,345.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-19,162400.0
SOY Matba,SOY.CME/OCT23,2023-09-19,483.7
SOY Matba,SOY.CME/ABR24,2023-09-19,495.6
SOY Matba,SOY.CME/JUN24,2023-09-19,495.7
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-19,267.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-19,233.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-19,234.0
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-19,235.7
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-19,239.0
TRI MIN,TRI.MIN/DIC23,2023-09-19,233.0
CRN Matba,CRN.CME/NOV23,2023-09-20,191.4
CRN Matba,CRN.CME/ABR24,2023-09-20,197.8
CRN Matba,CRN.CME/JUN24,2023-09-20,201.1
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-20,205.2
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-20,192.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-20,189.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-20,175.0
MAI MIN,MAI.MIN/DIC23,2023-09-20,192.0
MAI MIN,MAI.MIN/ABR24,2023-09-20,189.5
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-20,461.6
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-20,402.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-20,387.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-20,344.4
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-20,347.6
SOJ Dolar MATba,SOJ.ROS/NOV24,2023-09-20,353.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-20,402.0
SOJ MIN,SOJ.MIN/MAY24,2023-09-20,344.4
SOY Matba,SOY.CME/OCT23,2023-09-20,486.0
SOY Matba,SOY.CME/DIC23,2023-09-20,491.6
SOY Matba,SOY.CME/ABR24,2023-09-20,497.0
SOY Matba,SOY.CME/JUN24,2023-09-20,496.5
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-20,270.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-20,234.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-20,235.5
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-20,237.5
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-20,240.0
TRI MIN,TRI.MIN/DIC23,2023-09-20,234.0
TRI MIN,TRI.MIN/ENE24,2023-09-20,235.5
CRN Matba,CRN.CME/NOV23,2023-09-21,187.3
CRN Matba,CRN.CME/ABR24,2023-09-21,196.0
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-21,205.1
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-21,191.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-21,188.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-21,175.0
MAI MIN,MAI.MIN/DIC23,2023-09-21,191.0
MAI MIN,MAI.MIN/ABR24,2023-09-21,188.5
MAI MIN,MAI.MIN/JUL24,2023-09-21,175.0
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-21,72200.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-21,450.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-21,403.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-21,388.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-21,341.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-21,345.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2023-09-21,350.2
SOJ MIN,SOJ.MIN/NOV23,2023-09-21,403.5
SOJ MIN,SOJ.MIN/ENE24,2023-09-21,388.5
SOJ MIN,SOJ.MIN/MAY24,2023-09-21,341.5
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-21,161000.0
SOY Matba,SOY.CME/OCT23,2023-09-21,476.0
SOY Matba,SOY.CME/DIC23,2023-09-21,481.3
SOY Matba,SOY.CME/ABR24,2023-09-21,490.4
SOY Matba,SOY.CME/JUN24,2023-09-21,489.7
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-21,270.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-21,230.5
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-21,232.0
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-21,234.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-21,237.8
TRI MIN,TRI.MIN/DIC23,2023-09-21,230.5
TRI MIN,TRI.MIN/MAR24,2023-09-21,234.0
CRN Matba,CRN.CME/NOV23,2023-09-22,188.0
MAI Dolar MATba,MAI.ROS/SEP23,2023-09-22,205.2
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-22,188.4
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-22,186.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-22,172.0
MAI MIN,MAI.MIN/DIC23,2023-09-22,188.4
MAI MIN,MAI.MIN/ABR24,2023-09-22,186.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-22,72450.0
SOJ Dolar MATba,SOJ.ROS/SEP23,2023-09-22,464.7
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-22,410.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-22,396.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-22,343.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-22,348.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2023-09-22,353.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-22,410.0
SOJ MIN,SOJ.MIN/ENE24,2023-09-22,396.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-22,161500.0
SOY Matba,SOY.CME/OCT23,2023-09-22,476.9
SOY Matba,SOY.CME/ABR24,2023-09-22,488.6
SOY Matba,SOY.CME/JUN24,2023-09-22,490.0
TRI Dolar MATba,TRI.ROS/SEP23,2023-09-22,260.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-22,231.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-22,232.5
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-22,234.5
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-22,238.0
CRN Matba,CRN.CME/NOV23,2023-09-25,189.7
CRN Matba,CRN.CME/ABR24,2023-09-25,199.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-25,189.8
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-25,187.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-25,174.0
MAI MIN,MAI.MIN/DIC23,2023-09-25,189.8
MAI MIN,MAI.MIN/ABR24,2023-09-25,187.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-25,72100.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-25,411.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-25,394.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-25,343.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-25,348.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2023-09-25,353.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-25,411.0
SOJ MIN,SOJ.MIN/ENE24,2023-09-25,394.0
SOJ MIN,SOJ.MIN/MAY24,2023-09-25,343.5
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-25,161000.0
SOY Matba,SOY.CME/OCT23,2023-09-25,477.5
SOY Matba,SOY.CME/ABR24,2023-09-25,490.7
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-25,233.3
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-25,234.3
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-25,239.0
TRI MIN,TRI.MIN/DIC23,2023-09-25,233.3
CRN Matba,CRN.CME/ABR24,2023-09-26,196.9
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-26,193.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-26,189.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-26,176.0
MAI MIN,MAI.MIN/DIC23,2023-09-26,193.0
MAI MIN,MAI.MIN/ABR24,2023-09-26,189.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-26,72500.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-26,410.8
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-26,393.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-26,343.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-26,347.6
SOJ MIN,SOJ.MIN/NOV23,2023-09-26,410.8
SOJ MIN,SOJ.MIN/ENE24,2023-09-26,393.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-26,163000.0
SOY Matba,SOY.CME/OCT23,2023-09-26,479.5
SOY Matba,SOY.CME/DIC23,2023-09-26,486.0
SOY Matba,SOY.CME/ABR24,2023-09-26,493.0
SOY Matba,SOY.CME/JUN24,2023-09-26,492.5
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-26,231.0
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-26,232.6
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-26,234.5
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-26,238.2
TRI MIN,TRI.MIN/DIC23,2023-09-26,231.0
CRN Matba,CRN.CME/NOV23,2023-09-27,191.3
CRN Matba,CRN.CME/ABR24,2023-09-27,199.7
MAI Dolar MATba,MAI.ROS/OCT23,2023-09-27,200.0
MAI Dolar MATba,MAI.ROS/NOV23,2023-09-27,199.8
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-27,194.5
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-27,191.0
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-27,177.0
MAI MIN,MAI.MIN/DIC23,2023-09-27,194.5
MAI MIN,MAI.MIN/JUL24,2023-09-27,177.0
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-27,75000.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-27,403.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-27,385.6
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-27,341.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-27,346.0
SOJ MIN,SOJ.MIN/NOV23,2023-09-27,403.0
SOJ MIN,SOJ.MIN/ENE24,2023-09-27,385.6
SOJ MIN,SOJ.MIN/MAY24,2023-09-27,341.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-27,165000.0
SOY Matba,SOY.CME/OCT23,2023-09-27,479.0
SOY Matba,SOY.CME/DIC23,2023-09-27,485.5
SOY Matba,SOY.CME/ABR24,2023-09-27,495.0
SOY Matba,SOY.CME/JUN24,2023-09-27,495.5
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-27,231.7
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-27,232.5
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-27,234.0
TRI MIN,TRI.MIN/DIC23,2023-09-27,231.7
CRN Matba,CRN.CME/NOV23,2023-09-28,191.6
CRN Matba,CRN.CME/JUN24,2023-09-28,204.0
MAI Dolar MATba,MAI.ROS/OCT23,2023-09-28,206.0
MAI Dolar MATba,MAI.ROS/DIC23,2023-09-28,192.0
MAI Dolar MATba,MAI.ROS/ABR24,2023-09-28,187.5
MAI Dolar MATba,MAI.ROS/JUL24,2023-09-28,174.3
MAI Dolar MATba,MAI.ROS/SEP24,2023-09-28,177.0
MAI MIN,MAI.MIN/DIC23,2023-09-28,192.0
MAI MIN,MAI.MIN/ABR24,2023-09-28,187.5
MAI Pesos MATba,MAI.ROS.P/DIS23,2023-09-28,75500.0
SOJ Dolar MATba,SOJ.ROS/NOV23,2023-09-28,402.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2023-09-28,384.2
SOJ Dolar MATba,SOJ.ROS/MAY24,2023-09-28,340.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2023-09-28,344.5
SOJ MIN,SOJ.MIN/NOV23,2023-09-28,402.0
SOJ MIN,SOJ.MIN/ENE24,2023-09-28,384.2
SOJ MIN,SOJ.MIN/MAY24,2023-09-28,340.0
SOJ Pesos MATba,SOJ.ROS.P/DIS23,2023-09-28,165150.0
SOY Matba,SOY.CME/OCT23,2023-09-28,478.7
SOY Matba,SOY.CME/DIC23,2023-09-28,484.9
SOY Matba,SOY.CME/ABR24,2023-09-28,494.0
TRI Dolar MATba,TRI.ROS/DIC23,2023-09-28,230.5
TRI Dolar MATba,TRI.ROS/ENE24,2023-09-28,231.0
TRI Dolar MATba,TRI.ROS/MAR24,2023-09-28,233.0
TRI Dolar MATba,TRI.ROS/JUL24,2023-09-28,236.4
TRI MIN,TRI.MIN/DIC23,2023-09-28,230.5
TRI MIN,TRI.MIN/ENE24,2023-09-28,231.0
TRI MIN,TRI.MIN/MAR24,2023-09-28,233.0
CRN Matba,CRN.CME/NOV23,2023-09-29,187.9
CRN Matba,CRN.CME/ABR24,2023-09-29,197.5
CRN Matba,CRN.CME/JUN24,2023-09-29,199.5
